1 - State Name,8 - Structure Number,22 - Owner Agency,CAT29 - Deck Area (sq. ft.),27 - Year Built,43A - Main Span Material,43B - Main Span Design,2014,2015,2016,2017,2018,2019,2020,2021,2022
'Kansas',000580929003540,'County Highway Agency',854.22,1980,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000640897004604,'County Highway Agency',675.11,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000310899704500,'County Highway Agency',906.11,1930,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000310899604467,'County Highway Agency',479.53,1898,'Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580929003487,'County Highway Agency',559.08,1950,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580925903560,'County Highway Agency',385.03,1945,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580929003484,'County Highway Agency',596,1950,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000640889004822,'County Highway Agency',479.32,1930,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000080859805740,'County Highway Agency',793.3,1918,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580927703500,'County Highway Agency',1155.08,1900,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000310012,'County Highway Agency',2074.85,1958,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570871505320,'County Highway Agency',499.55,1914,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000080853005920,'County Highway Agency',400.85,1900,'Masonry','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580929503385,'County Highway Agency',1239.46,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000960833306520,'County Highway Agency',865.42,1970,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570865005489,'County Highway Agency',626.89,1940,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000080855505769,'County Highway Agency',704.5,1926,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580931203300,'County Highway Agency',768.97,1930,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000640887404720,'County Highway Agency',1280.37,1925,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570863405480,'County Highway Agency',548.53,1920,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',999903500080723,'State Toll Authority',5853.31,1956,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000750917003701,'County Highway Agency',400.85,1910,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000080851405840,'County Highway Agency',576.19,1913,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000870839006241,'County Highway Agency',1053.79,1963,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580925103400,'County Highway Agency',2816.48,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580917703580,'County Highway Agency',449.93,1945,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580923403400,'County Highway Agency',1028.49,1930,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570865005327,'County Highway Agency',530.66,1930,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580921003482,'County Highway Agency',403.86,1930,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570859005525,'County Highway Agency',548.96,1920,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570857905520,'County Highway Agency',475.33,1931,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000810899004208,'County Highway Agency',6004.43,1971,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580921003409,'County Highway Agency',3111.85,1908,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000080090,'County Highway Agency',860.04,1938,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580931503060,'County Highway Agency',785.33,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000080849405720,'County Highway Agency',615.7,1920,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000810270,'County Highway Agency',5756,1980,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570865005141,'County Highway Agency',425.39,1915,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580921003286,'County Highway Agency',686.74,1982,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580919003325,'County Highway Agency',754.33,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580915203440,'County Highway Agency',6585.36,1930,'Steel','Truss - Thru','Poor','Poor','Fair','Fair','Fair','Poor','Poor','Poor','Poor'
'Kansas',000810893004167,'County Highway Agency',503.21,1920,'Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000750909003604,'County Highway Agency',633.46,1970,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000580670,'County Highway Agency',3974.04,1931,'Steel','Truss - Thru','Poor','Fair','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000080841005824,'County Highway Agency',1348.5,1911,'Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580915203380,'County Highway Agency',1798.54,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580923003128,'County Highway Agency',596,1900,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000310879404545,'County Highway Agency',1425.57,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570853005401,'County Highway Agency',556.49,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580911203460,'County Highway Agency',548.53,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400839605800,'County Highway Agency',1416.53,1975,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000310885604307,'County Highway Agency',2388.51,1930,'Concrete','Arch - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580907103565,'County Highway Agency',460.37,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570863005029,'County Highway Agency',450.58,1887,'Masonry','Arch - Deck','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570863105020,'County Highway Agency',406.88,1930,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000870819606400,'County Highway Agency',3177.51,1981,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580913003347,'County Highway Agency',448.32,1945,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570855005249,'County Highway Agency',1742.89,1900,'Concrete','Arch - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580917003189,'County Highway Agency',556.49,1900,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570849005408,'County Highway Agency',1513.19,1930,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580917103160,'County Highway Agency',1255.29,1900,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400837105760,'County Highway Agency',2746.63,1956,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000750901503621,'County Highway Agency',2083.03,1970,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400833005862,'County Highway Agency',580.17,1950,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000810891103963,'County Highway Agency',695.78,1920,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000310015,'County Highway Agency',1023.22,1910,'Masonry','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000871370,'County Highway Agency',1804.89,1975,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',530400870WDC160,'City or Municipal Highway Agency',4761.09,1925,'Concrete Continuous','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580909003303,'County Highway Agency',976.82,1913,'Concrete','Arch - Deck','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',51230021000HER2,'City or Municipal Highway Agency',1370.57,1960,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000400480,'County Highway Agency',2023.83,1955,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400831705680,'County Highway Agency',630.55,1920,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580899103465,'County Highway Agency',448.32,1940,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',R2-TCRR-03     ,'State Park, Forest, or Reservation Agency',2533.18,1965,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000810881303985,'County Highway Agency',448.32,1920,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400823405860,'County Highway Agency',566.61,1960,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580897403447,'County Highway Agency',638.08,1930,'Concrete','Arch - Deck','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570839105340,'County Highway Agency',576.41,1920,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000870340,'County Highway Agency',2019.31,1976,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000810881003924,'County Highway Agency',1129.78,1945,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400819905840,'County Highway Agency',527.43,1950,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',DAPFORRIL000908,'Army',547.24,1950,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000580120,'County Highway Agency',1902.95,1949,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570833605340,'County Highway Agency',539.81,1920,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570843105044,'County Highway Agency',592.02,1915,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000870250,'County Highway Agency',18134.71,1955,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570841905040,'County Highway Agency',445.2,1920,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000210040,'County Highway Agency',3780.29,1954,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000810873403965,'County Highway Agency',680.28,1920,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000810877103808,'County Highway Agency',490.83,1920,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000400450,'County Highway Agency',5269.36,1934,'Concrete','Tee Beam','Poor','Poor','Fair','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580887703381,'County Highway Agency',553.8,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570827005323,'County Highway Agency',399.34,1920,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570825905320,'County Highway Agency',556.49,1920,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570837604940,'County Highway Agency',741.96,1930,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570831005162,'County Highway Agency',815.8,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570829005221,'County Highway Agency',396.65,1925,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580897503000,'County Highway Agency',675.11,1900,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580895603042,'County Highway Agency',495.79,1945,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000960773206960,'County Highway Agency',448.32,1920,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570829005161,'County Highway Agency',587.28,1915,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210857004244,'County Highway Agency',525.28,1935,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570831005082,'County Highway Agency',1573.25,1924,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570827005204,'County Highway Agency',574.36,1920,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570827005189,'County Highway Agency',400.74,1915,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570833604980,'County Highway Agency',399.34,1910,'Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000400430,'County Highway Agency',2920.79,1955,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570821605280,'County Highway Agency',492.56,1915,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000810863003949,'County Highway Agency',416.78,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400811205620,'County Highway Agency',1471.21,1930,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000211040,'County Highway Agency',2338.57,1920,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210845504487,'County Highway Agency',757.78,1959,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000140600,'County Highway Agency',7575.64,1964,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000400710,'County Highway Agency',1471.21,1930,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000580100,'County Highway Agency',1170.36,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570825705100,'County Highway Agency',516.02,1915,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400803605780,'County Highway Agency',5161.51,1968,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400803005809,'County Highway Agency',1103.09,1939,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580879403320,'County Highway Agency',421.19,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580883003208,'County Highway Agency',573.61,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400803405760,'County Highway Agency',6065.46,1925,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570823005088,'County Highway Agency',470.17,1920,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210845204360,'County Highway Agency',447.13,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000570823905020,'County Highway Agency',454.67,1965,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',001010875003389,'County Highway Agency',337.56,1920,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580887003020,'County Highway Agency',883.5,1915,'Concrete','Arch - Deck','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000580877503280,'County Highway Agency',432.49,1940,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000140859003887,'County Highway Agency',392.88,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210833504688,'County Highway Agency',587.39,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400807005541,'County Highway Agency',605.36,1960,'Prestressed Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400797005821,'County Highway Agency',503.21,1930,'Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400797005809,'County Highway Agency',530.45,1920,'Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400795705820,'County Highway Agency',414.41,1920,'Concrete','Culvert','Poor','Fair','Fair','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000870787806100,'County Highway Agency',858.96,1939,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000211000,'County Highway Agency',899.86,1920,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400797505700,'County Highway Agency',5902.28,1960,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',001010869003404,'County Highway Agency',526.46,1915,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000210990,'County Highway Agency',878.55,1920,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210825104780,'County Highway Agency',1295.54,1921,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',001010869003361,'County Highway Agency',591.37,1935,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210825104760,'County Highway Agency',2280.44,1975,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400795605680,'County Highway Agency',1342.69,1920,'Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000210970,'County Highway Agency',6085.05,1938,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',519600590000546,'City or Municipal Highway Agency',509.35,1932,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000140857503660,'County Highway Agency',441.32,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400795005662,'County Highway Agency',6607.21,1977,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000390420,'County Highway Agency',656.28,1935,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400793005602,'County Highway Agency',6434.45,1951,'Concrete Continuous','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',001010869103146,'County Highway Agency',1315.46,1940,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000870771506241,'County Highway Agency',2019.31,1950,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000210270,'County Highway Agency',606.22,1949,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000390745007066,'County Highway Agency',617.2,1940,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000140851403640,'County Highway Agency',984.9,1970,'Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210829204360,'County Highway Agency',610.31,1925,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000140851003648,'County Highway Agency',527.43,1945,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',001010851203560,'County Highway Agency',459.62,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000000000400180,'County Highway Agency',5675.92,1953,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000140847103700,'County Highway Agency',487.17,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',999900400851131,'State Highway Agency',709.13,1947,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210817304640,'County Highway Agency',627.32,1955,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400783705600,'County Highway Agency',846.04,1930,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000400783005607,'County Highway Agency',2628.98,1930,'Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000140839003729,'County Highway Agency',694.06,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',001010853803220,'County Highway Agency',489.76,1920,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000210817604360,'County Highway Agency',485.24,1925,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000390735206960,'County Highway Agency',919.24,1930,'Concrete Continuous','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',000390731507060,'County Highway Agency',814.18,1976,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Kansas',001010847903320,'County Highway Agency',2970.19,1940,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
